trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,trt_aspect_ratio,trt_genre
<4,longa_metragem,english,Japan,PG-13,Anamorphic Projection,Action
8-10,longa_metragem,english,France,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
5,longa_metragem,english,Australia,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
5,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Early Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Biography
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,UK,G,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Biography
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
<4,longa_metragem,english,Aruba,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,American Widescreen,Action
5,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
<4,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
8-10,longa_metragem,english,USA,R,European Widescreen,Crime
6-7,longa_metragem,english,Denmark,R,Anamorphic Projection,Action
6-7,longa_metragem,english,France,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,other,Japan,G,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,American Widescreen,Action
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,Germany,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
8-10,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
5,longa_metragem,english,Canada,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,Germany,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Mystery
6-7,longa_metragem,english,USA,R,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Mystery
6-7,longa_metragem,english,France,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,France,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,Japan,R,American Widescreen,Action
5,longa_metragem,english,Ireland,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
<4,longa_metragem,english,South Korea,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,G,Academy Capture,Animation
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,European Widescreen,Drama
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Action
8-10,longa_metragem,english,USA,R,Early Widescreen,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
8-10,longa_metragem,english,USA,G,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Biography
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,G,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Crime
8-10,longa_metragem,english,South Africa,R,American Widescreen,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Crime
8-10,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,G,American Widescreen,Comedy
6-7,longa_metragem,english,Germany,G,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,Australia,G,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,Spain,PG-13,American Widescreen,Comedy
5,longa_metragem,english,Canada,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,G,American Widescreen,Animation
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Animation
6-7,longa_metragem,english,USA,R,Cinemarama,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Fantasy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Early Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Crime
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,media_metragem,english,USA,G,American Widescreen,Adventure
<4,longa_metragem,english,USA,PG-13,Early Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
5,longa_metragem,english,USA,R,American Widescreen,Adventure
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Crime
<4,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,American Widescreen,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,Canada,R,American Widescreen,Drama
<4,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Biography
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,American Widescreen,Drama
<4,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG,American Widescreen,Animation
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,PG-13,American Widescreen,Adventure
5,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
8-10,longa_metragem,english,Italy,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,France,R,American Widescreen,Action
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Biography
5,longa_metragem,other,China,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
6-7,longa_metragem,other,China,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Cinemarama,Biography
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,UK,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
5,longa_metragem,english,Germany,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,Romania,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
8-10,longa_metragem,english,USA,G,Academy Capture,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Action
5,longa_metragem,english,USA,G,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Action
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,Germany,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,Cinemarama,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,Germany,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Mystery
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
